--- Log Capture Start: 20260405_181005 ---
04-05 18:07:25.448 D/BleProximity: ℹ️ 打火指令已发送（协议无成功返回值），默认视为成功
04-05 18:07:25.451 D/BleProximity: 📊 指令出队: 120 秒打火 -> com.my.mg.bluetooh.BluetoothManage$OperationResult$SUCCESS@c17ef3d
04-05 18:07:25.518 D/BleProximity: 📡 EMA 信号: -71 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:59.562 D/BleProximity: 🔐 处理认证挑战: 643237373538323530626438
04-05 18:08:59.563 D/BleManager: ⬇️ 底层执行: 发送认证响应
04-05 18:08:59.567 D/BleManager: ✅ 底层特征写入完成: e39c status: 0
04-05 18:09:00.705 D/BleProximity: 📨 收到特征变化: 6CB493E3-7D21-46FB-A7F6-003E2464267E, 数据长度: 2, 数据: 3031
04-05 18:09:00.709 D/BleProximity: 解锁成功
04-05 18:09:00.711 D/BleProximity: 📊 指令出队: 解锁车门 -> com.my.mg.bluetooh.BluetoothManage$OperationResult$SUCCESS@c17ef3d
04-05 18:09:00.712 D/BleProximity: 🔓 解锁结果: com.my.mg.bluetooh.BluetoothManage$OperationResult$SUCCESS@c17ef3d
04-05 18:09:00.714 D/BleProximity: ✅ 车辆已解锁
04-05 18:09:00.727 D/BleProximity: 🔗 链式触发: 120 秒打火
04-05 18:09:00.829 D/BleProximity: 🛡️ 检测到内部链式衍生指令: 120 秒打火，开启绿色通道放行
04-05 18:09:00.830 D/BleProximity: 📤 发送指令: 120 秒打火
04-05 18:09:00.831 D/BleManager: ⬇️ 底层执行: 120 秒打火
04-05 18:09:00.837 D/BleManager: ✅ 底层特征写入完成: ba20 status: 0
04-05 18:09:00.881 D/BleProximity: 📨 收到特征变化: E6B0E704-BD48-4CA4-8EC4-7C6503C24AF4, 数据长度: 12, 数据: 666631396366303865363838
04-05 18:09:00.883 D/BleProximity: 🔐 处理认证挑战: 666631396366303865363838
04-05 18:09:00.884 D/BleManager: ⬇️ 底层执行: 发送认证响应
04-05 18:09:00.888 D/BleManager: ✅ 底层特征写入完成: e39c status: 0
04-05 18:09:05.836 D/BleProximity: ℹ️ 打火指令已发送（协议无成功返回值），默认视为成功
04-05 18:09:05.839 D/BleProximity: 📊 指令出队: 120 秒打火 -> com.my.mg.bluetooh.BluetoothManage$OperationResult$SUCCESS@c17ef3d
04-05 18:09:05.855 D/BleProximity: 📡 EMA 信号: -86 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:06.062 D/BleProximity: 📡 EMA 信号: -86 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:06.268 D/BleProximity: 📡 EMA 信号: -86 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:06.472 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:06.680 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:06.884 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:07.092 D/BleProximity: 📡 EMA 信号: -84 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:07.330 D/BleProximity: 📡 EMA 信号: -84 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:07.535 D/BleProximity: 📡 EMA 信号: -84 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:07.740 D/BleProximity: 📡 EMA 信号: -84 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:07.950 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:08.155 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:08.357 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:08.579 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:08.765 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:08.969 D/BleProximity: 📡 EMA 信号: -83 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:09.171 D/BleProximity: 📡 EMA 信号: -82 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:09.376 D/BleProximity: 📡 EMA 信号: -80 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:09.591 D/BleProximity: 📡 EMA 信号: -79 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:09.793 D/BleProximity: 📡 EMA 信号: -79 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:09.999 D/BleProximity: 📡 EMA 信号: -81 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:10.201 D/BleProximity: 📡 EMA 信号: -81 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:10.403 D/BleProximity: 📡 EMA 信号: -82 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:10.609 D/BleProximity: 📡 EMA 信号: -82 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:10.811 D/BleProximity: 📡 EMA 信号: -82 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:11.016 D/BleProximity: 📡 EMA 信号: -82 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:11.221 D/BleProximity: 📡 EMA 信号: -84 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:11.426 D/BleProximity: 📡 EMA 信号: -83 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:11.628 D/BleProximity: 📡 EMA 信号: -82 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:11.845 D/BleProximity: 📡 EMA 信号: -83 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:12.050 D/BleProximity: 📡 EMA 信号: -83 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:12.250 D/BleProximity: 📡 EMA 信号: -83 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:12.457 D/BleProximity: 📡 EMA 信号: -83 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:12.660 D/BleProximity: 📡 EMA 信号: -83 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:12.864 D/BleProximity: 📡 EMA 信号: -83 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:13.067 D/BleProximity: 📡 EMA 信号: -83 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:13.271 D/BleProximity: 📡 EMA 信号: -84 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:13.476 D/BleProximity: 📡 EMA 信号: -84 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:13.679 D/BleProximity: 📡 EMA 信号: -84 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:13.882 D/BleProximity: 📡 EMA 信号: -84 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:14.087 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:14.291 D/BleProximity: 📡 EMA 信号: -86 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:14.494 D/BleProximity: 📡 EMA 信号: -86 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:14.699 D/BleProximity: 📡 EMA 信号: -86 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:14.902 D/BleProximity: 📡 EMA 信号: -86 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:15.118 D/BleProximity: 📡 EMA 信号: -86 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:15.310 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:15.513 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:15.719 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:15.924 D/BleProximity: 📡 EMA 信号: -86 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:16.135 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:16.336 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:16.538 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:16.741 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:16.945 D/BleProximity: 📡 EMA 信号: -84 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:17.147 D/BleProximity: 📡 EMA 信号: -83 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:17.353 D/BleProximity: 📡 EMA 信号: -82 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:17.556 D/BleProximity: 📡 EMA 信号: -82 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:17.760 D/BleProximity: 📡 EMA 信号: -82 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:17.962 D/BleProximity: 📡 EMA 信号: -82 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:18.164 D/BleProximity: 📡 EMA 信号: -82 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:18.364 D/BleProximity: 📡 EMA 信号: -82 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:18.570 D/BleProximity: 📡 EMA 信号: -81 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:18.773 D/BleProximity: 📡 EMA 信号: -81 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:18.986 D/BleProximity: 📡 EMA 信号: -81 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:19.184 D/BleProximity: 📡 EMA 信号: -82 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:19.388 D/BleProximity: 📡 EMA 信号: -82 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:19.596 D/BleProximity: 📡 EMA 信号: -83 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:19.801 D/BleProximity: 📡 EMA 信号: -83 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:20.005 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:20.212 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:20.447 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:20.654 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:20.860 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:21.063 D/BleProximity: 📡 EMA 信号: -86 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:21.275 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:21.476 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:21.717 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:21.891 D/BleProximity: 📡 EMA 信号: -84 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:22.097 D/BleProximity: 📡 EMA 信号: -84 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:22.306 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:22.513 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:22.724 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:22.929 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:23.134 D/BleProximity: 📡 EMA 信号: -84 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:23.337 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:23.542 D/BleProximity: 📡 EMA 信号: -86 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:23.743 D/BleProximity: 📡 EMA 信号: -86 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:23.947 D/BleProximity: 📡 EMA 信号: -86 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:24.151 D/BleProximity: 📡 EMA 信号: -86 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:24.358 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:24.566 D/BleProximity: 📡 EMA 信号: -84 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:24.766 D/BleProximity: 📡 EMA 信号: -84 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:25.004 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:25.209 D/BleProximity: 📡 EMA 信号: -86 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:25.417 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:25.625 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:25.831 D/BleProximity: 📡 EMA 信号: -86 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:26.035 D/BleProximity: 📡 EMA 信号: -86 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:26.260 D/BleProximity: 📡 EMA 信号: -87 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:26.465 D/BleProximity: 📡 EMA 信号: -88 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:26.672 D/BleProximity: 📡 EMA 信号: -87 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:26.884 D/BleProximity: 📡 EMA 信号: -86 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:27.091 D/BleProximity: 📡 EMA 信号: -86 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:27.296 D/BleProximity: 📡 EMA 信号: -87 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:27.531 D/BleProximity: 📡 EMA 信号: -89 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:27.735 D/BleProximity: 📡 EMA 信号: -90 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:27.739 D/BleProximity: ⚡ [决策通过 - 超车道: 瞬态动量锐减] 触发 LOCK！(信号: -90)
04-05 18:09:27.764 D/BleProximity: 📤 发送指令: 锁车门
04-05 18:09:27.766 D/BleManager: ⬇️ 底层执行: 锁车门
04-05 18:09:27.774 D/BleManager: ✅ 底层特征写入完成: 42e4 status: 0
04-05 18:09:27.821 D/BleProximity: 📨 收到特征变化: E6B0E704-BD48-4CA4-8EC4-7C6503C24AF4, 数据长度: 12, 数据: 633632663562303965643161
04-05 18:09:27.824 D/BleProximity: 🔐 处理认证挑战: 633632663562303965643161
04-05 18:09:27.825 D/BleManager: ⬇️ 底层执行: 发送认证响应
04-05 18:09:27.828 D/BleManager: ✅ 底层特征写入完成: e39c status: 0
04-05 18:09:28.931 D/BleProximity: 📨 收到特征变化: 6CB493E3-7D21-46FB-A7F6-003E2464267E, 数据长度: 2, 数据: 3032
04-05 18:09:28.934 D/BleProximity: 上锁成功
04-05 18:09:28.937 D/BleProximity: 📊 指令出队: 锁车门 -> com.my.mg.bluetooh.BluetoothManage$OperationResult$SUCCESS@c17ef3d
04-05 18:09:28.939 D/BleProximity: 🔒 上锁结果: com.my.mg.bluetooh.BluetoothManage$OperationResult$SUCCESS@c17ef3d
04-05 18:09:28.942 D/BleProximity: ✅ 车辆已上锁
04-05 18:09:34.124 D/BleProximity: 📡 EMA 信号: -90 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:34.321 D/BleProximity: 📡 EMA 信号: -89 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:34.526 D/BleProximity: 📡 EMA 信号: -88 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:34.731 D/BleProximity: 📡 EMA 信号: -88 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:34.933 D/BleProximity: 📡 EMA 信号: -88 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:35.134 D/BleProximity: 📡 EMA 信号: -88 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:35.341 D/BleProximity: 📡 EMA 信号: -90 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:35.539 D/BleProximity: 📡 EMA 信号: -89 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:35.745 D/BleProximity: 📡 EMA 信号: -89 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:35.951 D/BleProximity: 📡 EMA 信号: -90 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:36.157 D/BleProximity: 📡 EMA 信号: -91 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:36.367 D/BleProximity: 📡 EMA 信号: -91 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:36.558 D/BleProximity: 📡 EMA 信号: -90 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:36.764 D/BleProximity: 📡 EMA 信号: -92 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:36.970 D/BleProximity: 📡 EMA 信号: -93 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:37.168 D/BleProximity: 📡 EMA 信号: -94 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:37.383 D/BleProximity: 📡 EMA 信号: -93 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:37.576 D/BleProximity: 📡 EMA 信号: -92 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:37.780 D/BleProximity: 📡 EMA 信号: -93 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:37.982 D/BleProximity: 📡 EMA 信号: -93 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:38.187 D/BleProximity: 📡 EMA 信号: -95 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:38.395 D/BleProximity: 📡 EMA 信号: -95 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:38.597 D/BleProximity: 📡 EMA 信号: -94 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:38.802 D/BleProximity: 📡 EMA 信号: -95 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:39.006 D/BleProximity: 📡 EMA 信号: -95 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:39.208 D/BleProximity: 📡 EMA 信号: -96 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:39.412 D/BleProximity: 📡 EMA 信号: -96 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:39.616 D/BleProximity: 📡 EMA 信号: -97 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:39.817 D/BleProximity: 📡 EMA 信号: -97 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:40.020 D/BleProximity: 📡 EMA 信号: -97 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:40.226 D/BleProximity: 📡 EMA 信号: -98 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:40.428 D/BleProximity: 📡 EMA 信号: -97 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:40.635 D/BleProximity: 📡 EMA 信号: -98 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:40.838 D/BleProximity: 📡 EMA 信号: -98 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:41.042 D/BleProximity: 📡 EMA 信号: -99 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:41.246 D/BleProximity: 📡 EMA 信号: -100 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:41.449 D/BleProximity: 📡 EMA 信号: -100 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:41.660 D/BleProximity: 📡 EMA 信号: -99 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:41.873 D/BleProximity: 📡 EMA 信号: -98 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:42.074 D/BleProximity: 📡 EMA 信号: -97 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:42.277 D/BleProximity: 📡 EMA 信号: -97 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:42.481 D/BleProximity: 📡 EMA 信号: -96 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:42.686 D/BleProximity: 📡 EMA 信号: -97 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:42.888 D/BleProximity: 📡 EMA 信号: -96 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:43.103 D/BleProximity: 📡 EMA 信号: -96 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:43.305 D/BleProximity: 📡 EMA 信号: -98 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:43.511 D/BleProximity: 📡 EMA 信号: -98 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:43.718 D/BleProximity: 📡 EMA 信号: -98 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:43.927 D/BleProximity: 📡 EMA 信号: -97 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:44.136 D/BleProximity: 📡 EMA 信号: -97 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:44.342 D/BleProximity: 📡 EMA 信号: -97 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:44.549 D/BleProximity: 📡 EMA 信号: -98 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:44.751 D/BleProximity: 📡 EMA 信号: -98 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:44.951 D/BleProximity: 📡 EMA 信号: -99 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:45.157 D/BleProximity: 📡 EMA 信号: -99 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:45.358 D/BleProximity: 📡 EMA 信号: -98 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:45.568 D/BleProximity: 📡 EMA 信号: -99 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:45.781 D/BleProximity: 📡 EMA 信号: -99 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:45.983 D/BleProximity: 📡 EMA 信号: -100 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:46.190 D/BleProximity: 📡 EMA 信号: -100 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:46.396 D/BleProximity: 📡 EMA 信号: -100 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:46.613 D/BleProximity: 📡 EMA 信号: -101 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:46.808 D/BleProximity: 📡 EMA 信号: -101 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:47.007 D/BleProximity: 📡 EMA 信号: -101 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:47.219 D/BleProximity: 📡 EMA 信号: -101 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:47.419 D/BleProximity: 📡 EMA 信号: -101 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:47.629 D/BleProximity: 📡 EMA 信号: -101 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:47.828 D/BleProximity: 📡 EMA 信号: -101 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:48.026 D/BleProximity: 📡 EMA 信号: -100 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:48.236 D/BleProximity: 📡 EMA 信号: -100 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:48.438 D/BleProximity: 📡 EMA 信号: -100 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:48.640 D/BleProximity: 📡 EMA 信号: -100 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:48.843 D/BleProximity: 📡 EMA 信号: -100 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:49.049 D/BleProximity: 📡 EMA 信号: -100 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:49.257 D/BleProximity: 📡 EMA 信号: -100 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:49.468 D/BleProximity: 📡 EMA 信号: -100 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:49.667 D/BleProximity: 📡 EMA 信号: -100 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:49.870 D/BleProximity: 📡 EMA 信号: -100 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:50.073 D/BleProximity: 📡 EMA 信号: -100 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:50.276 D/BleProximity: 📡 EMA 信号: -100 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:50.476 D/BleProximity: 📡 EMA 信号: -100 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:50.689 D/BleProximity: 📡 EMA 信号: -100 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:50.900 D/BleProximity: 📡 EMA 信号: -100 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:51.102 D/BleProximity: 📡 EMA 信号: -100 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:51.315 D/BleProximity: 📡 EMA 信号: -100 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:51.527 D/BleProximity: 📡 EMA 信号: -100 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:51.730 D/BleProximity: 📡 EMA 信号: -100 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:09:51.929 D/BleProximity: 📡 EMA 信号: -99 | 落锁阈值:-90.0 | 解锁阈值:-87.0
