--- Log Capture Start: 20260405_181005 ---
04-05 18:07:25.448 D/BleProximity: ℹ️ 打火指令已发送（协议无成功返回值），默认视为成功
04-05 18:07:25.451 D/BleProximity: 📊 指令出队: 120 秒打火 -> com.my.mg.bluetooh.BluetoothManage$OperationResult$SUCCESS@c17ef3d
04-05 18:07:25.518 D/BleProximity: 📡 EMA 信号: -71 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:10.732 D/BleProximity: 📡 EMA 信号: -71 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:10.937 D/BleProximity: 📡 EMA 信号: -71 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:11.144 D/BleProximity: 📡 EMA 信号: -71 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:11.353 D/BleProximity: 📡 EMA 信号: -71 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:11.556 D/BleProximity: 📡 EMA 信号: -71 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:11.788 D/BleProximity: 📡 EMA 信号: -69 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:11.969 D/BleProximity: 📡 EMA 信号: -68 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:12.176 D/BleProximity: 📡 EMA 信号: -68 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:12.386 D/BleProximity: 📡 EMA 信号: -68 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:12.592 D/BleProximity: 📡 EMA 信号: -68 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:12.798 D/BleProximity: 📡 EMA 信号: -68 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:12.999 D/BleProximity: 📡 EMA 信号: -68 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:13.204 D/BleProximity: 📡 EMA 信号: -68 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:13.407 D/BleProximity: 📡 EMA 信号: -68 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:13.615 D/BleProximity: 📡 EMA 信号: -69 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:13.822 D/BleProximity: 📡 EMA 信号: -69 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:14.023 D/BleProximity: 📡 EMA 信号: -68 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:14.228 D/BleProximity: 📡 EMA 信号: -67 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:14.438 D/BleProximity: 📡 EMA 信号: -66 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:14.644 D/BleProximity: 📡 EMA 信号: -66 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:14.849 D/BleProximity: 📡 EMA 信号: -65 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:15.082 D/BleProximity: 📡 EMA 信号: -65 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:15.287 D/BleProximity: 📡 EMA 信号: -65 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:15.494 D/BleProximity: 📡 EMA 信号: -65 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:15.699 D/BleProximity: 📡 EMA 信号: -65 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:15.907 D/BleProximity: 📡 EMA 信号: -65 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:16.107 D/BleProximity: 📡 EMA 信号: -65 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:16.345 D/BleProximity: 📡 EMA 信号: -65 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:16.546 D/BleProximity: 📡 EMA 信号: -65 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:16.754 D/BleProximity: 📡 EMA 信号: -65 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:16.964 D/BleProximity: 📡 EMA 信号: -65 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:17.166 D/BleProximity: 📡 EMA 信号: -65 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:17.371 D/BleProximity: 📡 EMA 信号: -65 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:17.602 D/BleProximity: 📡 EMA 信号: -66 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:17.803 D/BleProximity: 📡 EMA 信号: -66 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:18.011 D/BleProximity: 📡 EMA 信号: -67 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:18.215 D/BleProximity: 📡 EMA 信号: -68 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:18.422 D/BleProximity: 📡 EMA 信号: -67 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:18.627 D/BleProximity: 📡 EMA 信号: -67 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:18.856 D/BleProximity: 📡 EMA 信号: -68 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:19.038 D/BleProximity: 📡 EMA 信号: -69 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:19.245 D/BleProximity: 📡 EMA 信号: -71 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:19.449 D/BleProximity: 📡 EMA 信号: -69 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:19.653 D/BleProximity: 📡 EMA 信号: -68 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:19.872 D/BleProximity: 📡 EMA 信号: -66 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:20.081 D/BleProximity: 📡 EMA 信号: -65 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:20.288 D/BleProximity: 📡 EMA 信号: -65 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:20.496 D/BleProximity: 📡 EMA 信号: -65 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:20.699 D/BleProximity: 📡 EMA 信号: -65 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:20.905 D/BleProximity: 📡 EMA 信号: -65 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:21.127 D/BleProximity: 📡 EMA 信号: -64 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:21.312 D/BleProximity: 📡 EMA 信号: -64 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:21.524 D/BleProximity: 📡 EMA 信号: -65 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:21.727 D/BleProximity: 📡 EMA 信号: -64 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:21.933 D/BleProximity: 📡 EMA 信号: -65 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:22.165 D/BleProximity: 📡 EMA 信号: -65 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:22.368 D/BleProximity: 📡 EMA 信号: -65 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:22.575 D/BleProximity: 📡 EMA 信号: -65 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:22.780 D/BleProximity: 📡 EMA 信号: -64 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:22.986 D/BleProximity: 📡 EMA 信号: -64 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:23.190 D/BleProximity: 📡 EMA 信号: -64 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:23.423 D/BleProximity: 📡 EMA 信号: -64 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:23.620 D/BleProximity: 📡 EMA 信号: -65 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:23.818 D/BleProximity: 📡 EMA 信号: -65 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:24.022 D/BleProximity: 📡 EMA 信号: -65 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:24.228 D/BleProximity: 📡 EMA 信号: -66 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:24.431 D/BleProximity: 📡 EMA 信号: -66 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:24.650 D/BleProximity: 📡 EMA 信号: -66 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:24.838 D/BleProximity: 📡 EMA 信号: -66 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:25.048 D/BleProximity: 📡 EMA 信号: -66 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:25.249 D/BleProximity: 📡 EMA 信号: -66 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:25.457 D/BleProximity: 📡 EMA 信号: -66 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:25.666 D/BleProximity: 📡 EMA 信号: -66 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:25.874 D/BleProximity: 📡 EMA 信号: -67 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:26.084 D/BleProximity: 📡 EMA 信号: -66 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:26.287 D/BleProximity: 📡 EMA 信号: -66 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:26.495 D/BleProximity: 📡 EMA 信号: -66 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:26.695 D/BleProximity: 📡 EMA 信号: -66 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:26.912 D/BleProximity: 📡 EMA 信号: -66 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:27.104 D/BleProximity: 📡 EMA 信号: -66 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:27.301 D/BleProximity: 📡 EMA 信号: -66 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:27.507 D/BleProximity: 📡 EMA 信号: -66 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:27.710 D/BleProximity: 📡 EMA 信号: -66 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:27.929 D/BleProximity: 📡 EMA 信号: -66 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:28.134 D/BleProximity: 📡 EMA 信号: -66 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:28.336 D/BleProximity: 📡 EMA 信号: -66 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:28.545 D/BleProximity: 📡 EMA 信号: -67 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:28.753 D/BleProximity: 📡 EMA 信号: -68 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:28.952 D/BleProximity: 📡 EMA 信号: -69 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:29.159 D/BleProximity: 📡 EMA 信号: -70 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:29.363 D/BleProximity: 📡 EMA 信号: -70 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:29.567 D/BleProximity: 📡 EMA 信号: -71 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:29.773 D/BleProximity: 📡 EMA 信号: -71 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:29.972 D/BleProximity: 📡 EMA 信号: -70 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:30.206 D/BleProximity: 📡 EMA 信号: -71 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:30.406 D/BleProximity: 📡 EMA 信号: -70 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:30.612 D/BleProximity: 📡 EMA 信号: -70 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:30.810 D/BleProximity: 📡 EMA 信号: -70 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:31.020 D/BleProximity: 📡 EMA 信号: -70 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:31.222 D/BleProximity: 📡 EMA 信号: -70 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:31.427 D/BleProximity: 📡 EMA 信号: -70 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:31.631 D/BleProximity: 📡 EMA 信号: -70 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:31.837 D/BleProximity: 📡 EMA 信号: -70 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:32.042 D/BleProximity: 📡 EMA 信号: -70 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:32.244 D/BleProximity: 📡 EMA 信号: -70 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:32.476 D/BleProximity: 📡 EMA 信号: -70 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:32.681 D/BleProximity: 📡 EMA 信号: -70 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:32.886 D/BleProximity: 📡 EMA 信号: -70 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:33.096 D/BleProximity: 📡 EMA 信号: -71 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:33.303 D/BleProximity: 📡 EMA 信号: -70 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:33.503 D/BleProximity: 📡 EMA 信号: -70 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:33.724 D/BleProximity: 📡 EMA 信号: -70 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:33.915 D/BleProximity: 📡 EMA 信号: -71 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:34.125 D/BleProximity: 📡 EMA 信号: -72 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:34.333 D/BleProximity: 📡 EMA 信号: -74 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:34.537 D/BleProximity: 📡 EMA 信号: -77 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:34.759 D/BleProximity: 📡 EMA 信号: -80 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:34.964 D/BleProximity: 📡 EMA 信号: -81 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:35.171 D/BleProximity: 📡 EMA 信号: -81 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:35.380 D/BleProximity: 📡 EMA 信号: -83 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:35.585 D/BleProximity: 📡 EMA 信号: -83 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:35.788 D/BleProximity: 📡 EMA 信号: -83 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:36.015 D/BleProximity: 📡 EMA 信号: -83 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:36.223 D/BleProximity: 📡 EMA 信号: -82 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:36.428 D/BleProximity: 📡 EMA 信号: -82 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:36.635 D/BleProximity: 📡 EMA 信号: -81 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:36.837 D/BleProximity: 📡 EMA 信号: -81 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:37.040 D/BleProximity: 📡 EMA 信号: -82 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:37.264 D/BleProximity: 📡 EMA 信号: -82 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:37.450 D/BleProximity: 📡 EMA 信号: -82 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:37.657 D/BleProximity: 📡 EMA 信号: -81 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:37.863 D/BleProximity: 📡 EMA 信号: -80 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:38.065 D/BleProximity: 📡 EMA 信号: -80 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:38.297 D/BleProximity: 📡 EMA 信号: -79 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:38.497 D/BleProximity: 📡 EMA 信号: -79 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:38.707 D/BleProximity: 📡 EMA 信号: -80 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:38.914 D/BleProximity: 📡 EMA 信号: -81 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:39.120 D/BleProximity: 📡 EMA 信号: -82 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:39.323 D/BleProximity: 📡 EMA 信号: -82 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:39.556 D/BleProximity: 📡 EMA 信号: -82 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:39.759 D/BleProximity: 📡 EMA 信号: -82 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:39.964 D/BleProximity: 📡 EMA 信号: -82 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:40.169 D/BleProximity: 📡 EMA 信号: -82 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:40.376 D/BleProximity: 📡 EMA 信号: -82 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:40.578 D/BleProximity: 📡 EMA 信号: -82 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:40.803 D/BleProximity: 📡 EMA 信号: -80 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:40.991 D/BleProximity: 📡 EMA 信号: -79 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:41.197 D/BleProximity: 📡 EMA 信号: -77 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:41.405 D/BleProximity: 📡 EMA 信号: -76 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:41.606 D/BleProximity: 📡 EMA 信号: -76 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:41.818 D/BleProximity: 📡 EMA 信号: -75 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:42.022 D/BleProximity: 📡 EMA 信号: -74 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:42.228 D/BleProximity: 📡 EMA 信号: -74 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:42.432 D/BleProximity: 📡 EMA 信号: -74 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:42.637 D/BleProximity: 📡 EMA 信号: -75 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:42.836 D/BleProximity: 📡 EMA 信号: -75 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:43.044 D/BleProximity: 📡 EMA 信号: -76 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:43.246 D/BleProximity: 📡 EMA 信号: -75 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:43.452 D/BleProximity: 📡 EMA 信号: -75 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:43.652 D/BleProximity: 📡 EMA 信号: -75 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:43.859 D/BleProximity: 📡 EMA 信号: -74 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:44.083 D/BleProximity: 📡 EMA 信号: -74 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:44.285 D/BleProximity: 📡 EMA 信号: -74 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:44.487 D/BleProximity: 📡 EMA 信号: -74 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:44.695 D/BleProximity: 📡 EMA 信号: -74 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:44.903 D/BleProximity: 📡 EMA 信号: -74 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:45.106 D/BleProximity: 📡 EMA 信号: -75 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:45.307 D/BleProximity: 📡 EMA 信号: -76 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:45.512 D/BleProximity: 📡 EMA 信号: -76 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:45.722 D/BleProximity: 📡 EMA 信号: -76 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:45.923 D/BleProximity: 📡 EMA 信号: -77 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:46.123 D/BleProximity: 📡 EMA 信号: -79 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:46.349 D/BleProximity: 📡 EMA 信号: -80 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:46.535 D/BleProximity: 📡 EMA 信号: -82 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:46.742 D/BleProximity: 📡 EMA 信号: -83 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:46.946 D/BleProximity: 📡 EMA 信号: -83 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:47.151 D/BleProximity: 📡 EMA 信号: -84 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:47.359 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:47.564 D/BleProximity: 📡 EMA 信号: -86 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:47.769 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:47.972 D/BleProximity: 📡 EMA 信号: -84 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:48.172 D/BleProximity: 📡 EMA 信号: -84 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:48.375 D/BleProximity: 📡 EMA 信号: -84 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:48.582 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:48.784 D/BleProximity: 📡 EMA 信号: -87 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:48.989 D/BleProximity: 📡 EMA 信号: -88 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:49.191 D/BleProximity: 📡 EMA 信号: -88 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:49.395 D/BleProximity: 📡 EMA 信号: -87 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:49.620 D/BleProximity: 📡 EMA 信号: -87 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:49.812 D/BleProximity: 📡 EMA 信号: -89 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:50.020 D/BleProximity: 📡 EMA 信号: -89 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:50.229 D/BleProximity: 📡 EMA 信号: -88 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:50.435 D/BleProximity: 📡 EMA 信号: -87 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:50.632 D/BleProximity: 📡 EMA 信号: -86 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:50.837 D/BleProximity: 📡 EMA 信号: -86 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:51.045 D/BleProximity: 📡 EMA 信号: -87 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:51.250 D/BleProximity: 📡 EMA 信号: -86 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:51.463 D/BleProximity: 📡 EMA 信号: -87 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:51.668 D/BleProximity: 📡 EMA 信号: -87 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:51.872 D/BleProximity: 📡 EMA 信号: -87 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:52.077 D/BleProximity: 📡 EMA 信号: -88 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:52.279 D/BleProximity: 📡 EMA 信号: -88 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:52.490 D/BleProximity: 📡 EMA 信号: -89 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:52.695 D/BleProximity: 📡 EMA 信号: -89 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:52.915 D/BleProximity: 📡 EMA 信号: -90 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:52.916 D/BleProximity: ⚡ [决策通过 - 超车道: 瞬态动量锐减] 触发 LOCK！(信号: -90)
04-05 18:08:52.925 D/BleProximity: 📤 发送指令: 锁车门
04-05 18:08:52.926 D/BleManager: ⬇️ 底层执行: 锁车门
04-05 18:08:52.930 D/BleManager: ✅ 底层特征写入完成: 42e4 status: 0
04-05 18:08:52.992 D/BleProximity: 📨 收到特征变化: E6B0E704-BD48-4CA4-8EC4-7C6503C24AF4, 数据长度: 12, 数据: 393530393138656331333037
04-05 18:08:52.994 D/BleProximity: 🔐 处理认证挑战: 393530393138656331333037
04-05 18:08:52.996 D/BleManager: ⬇️ 底层执行: 发送认证响应
04-05 18:08:53.002 D/BleManager: ✅ 底层特征写入完成: e39c status: 0
04-05 18:08:54.132 D/BleProximity: 📨 收到特征变化: 6CB493E3-7D21-46FB-A7F6-003E2464267E, 数据长度: 2, 数据: 3032
04-05 18:08:54.137 D/BleProximity: 上锁成功
04-05 18:08:54.139 D/BleProximity: 📊 指令出队: 锁车门 -> com.my.mg.bluetooh.BluetoothManage$OperationResult$SUCCESS@c17ef3d
04-05 18:08:54.141 D/BleProximity: 🔒 上锁结果: com.my.mg.bluetooh.BluetoothManage$OperationResult$SUCCESS@c17ef3d
04-05 18:08:54.142 D/BleProximity: ✅ 车辆已上锁
04-05 18:08:59.271 D/BleProximity: 📡 EMA 信号: -85 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:59.488 D/BleProximity: 📡 EMA 信号: -84 | 落锁阈值:-90.0 | 解锁阈值:-87.0
04-05 18:08:59.489 D/BleProximity: ⚡ [决策通过 - 常规道: 空间驻留达标] 触发 UNLOCK！(信号: -84)
04-05 18:08:59.500 D/BleProximity: 📤 发送指令: 解锁车门
04-05 18:08:59.501 D/BleManager: ⬇️ 底层执行: 解锁车门
04-05 18:08:59.508 D/BleManager: ✅ 底层特征写入完成: 174e status: 0
04-05 18:08:59.560 D/BleProximity: 📨 收到特征变化: E6B0E704-BD48-4CA4-8EC4-7C6503C24AF4, 数据长度: 12, 数据: 643237373538323530626438
